u_id,q_id,student_key_stage,question_difficulty,subject,topic,question,correct_answer,student_answer,rater_1,rater_2,rater_3,human_agree,ground_truth,fewshot-gpt-3.5-turbo-0125,fewshot-gpt-4-0125-preview,zeroshot-gpt-3.5-turbo-0125,zeroshot-gpt-4-0125-preview,agree_fewshot-gpt-4-0125-preview
42,ScKS2H42,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,we thought that all the planets orberted the earth but thay all orbit the sun,right,right,right,1,1,1,1,0,1,1
43,ScKS2H43,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,the sun gets bigger,wrong,wrong,wrong,1,0,0,0,0,0,1
44,ScKS2H44,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,We used to think that everything  orbited the earth but now we know that everything orbits the sun,right,right,right,1,1,1,1,1,1,1
45,ScKS2H45,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,"People used to think everywhere orbited the Earth But now they know it orbits the sun
",right,right,right,1,1,1,1,0,1,1
46,ScKS2H46,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,"because it has moved
",wrong,wrong,wrong,1,0,0,0,0,0,1
47,ScKS2H47,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,it has got closer together,wrong,wrong,wrong,1,0,0,0,0,0,1
48,ScKS2H48,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,"they used to think that all the plants went around the earth but they go around the sun
 ",right,right,right,1,1,1,1,1,1,1
49,ScKS2H49,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,"it has expanded as new planets have ben discovered 
",wrong,wrong,wrong,1,0,0,0,0,0,1
50,ScKS2H50,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,because the planets move aroned the sun,wrong,wrong,wrong,1,0,0,0,0,0,1
51,ScKS2H51,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,people used to thing everything orbited around the earth even though they orbit around the sun,right,right,right,1,1,1,1,1,1,1
52,ScKS2H52,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,as we learn more about the universe we discover many things such as pluto is a dwarf planet and is therefore excluded from our solar system,wrong,wrong,wrong,1,0,0,0,0,0,1
53,ScKS2H53,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,it has chaged because they thought that the plants orbited the earth but it orbited the sun,right,right,right,1,1,0,1,0,1,0
54,ScKS2H54,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,everyone thought that every planet orbited earth but know we know that planets obit the sun,right,right,right,1,1,0,1,0,1,0
55,ScKS2H55,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,"Yes , Pluto was once said to be a planet now it is a star.",wrong,wrong,wrong,1,0,0,0,0,0,1
56,ScKS2H56,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,"it's said that every thing used to orbit the earth 
but now we orbit the sun",right,wrong,wrong,0,0,1,1,0,1,1
57,ScKS2H57,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,planets have moved around,wrong,wrong,wrong,1,0,0,0,0,0,1
58,ScKS2H58,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,don't know,wrong,wrong,wrong,1,0,0,0,0,0,1
59,ScKS2H59,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,"don't know
",wrong,wrong,wrong,1,0,0,0,0,0,1
60,ScKS2H60,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,we used to think everything orbited us not that planets orbited the sun,right,right,right,1,1,1,1,0,1,1
61,ScKS2H61,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,People think The Planets revolved around the Earth and now it revolves around the Sun,right,right,right,1,1,1,1,1,1,1
62,ScKS2H62,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,We used to believe that everything orbited the earth but now we know everything orbits the sun,right,right,right,1,1,1,1,1,1,1
63,ScKS2H63,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,pluto has been taken away from it,wrong,wrong,wrong,1,0,0,0,0,0,1
64,ScKS2H64,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,We thought that all the planets orbited around the Earth but now we know that they all orbit around the Sun,right,right,right,1,1,1,1,1,1,1
65,ScKS2H65,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,our solar system began as a collapsing gas cloud around 4 to 5 billion years ago,wrong,wrong,wrong,1,0,0,0,0,0,1
66,ScKS2H66,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,people thought planets obit the earth,wrong,wrong,wrong,1,0,0,0,0,0,1
67,ScKS2H67,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,because people used to believe that everything orbited the earth but now we know that all of our planets orbit the Sun,right,right,right,1,1,1,1,1,1,1
68,ScKS2H68,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,People used to think that the sun orbited the earth but really the earth orbits the sun.,right,right,right,1,1,1,1,1,1,1
69,ScKS2H69,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,They are moving further and further apart,wrong,wrong,wrong,1,0,0,0,0,0,1
70,ScKS2H70,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,it has got bigger,wrong,wrong,wrong,1,0,0,0,0,0,1
71,ScKS2H71,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,"yes
",wrong,wrong,wrong,1,0,0,0,0,0,1
73,ScKS2H73,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,Yes,wrong,wrong,wrong,1,0,0,0,0,0,1
74,ScKS2H74,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,"were getting further fro the sun
",wrong,wrong,wrong,1,0,0,0,0,0,1
75,ScKS2H75,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,The amount of aged stars and technology,wrong,wrong,wrong,1,0,0,0,0,0,1
76,ScKS2H76,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,The different types of olanets,wrong,wrong,wrong,1,0,0,0,0,0,1
77,ScKS2H77,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,First the Earth was thought to be the centre of the solar system and the other planets and the Sun would orbit the Earth. But with our newer scientific evidence we learned the Sun was the centre of the solar system and we were one of the planets that orbited it.,right,right,right,1,1,1,1,1,1,1
78,ScKS2H78,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,"People used to believe that the Earth was the centre of the solar system but with increasing scientific evidence, we now know the Sun is at the centre.",right,right,right,1,1,0,1,1,1,0
79,ScKS2H79,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,it has expanded,wrong,wrong,wrong,1,0,0,0,0,0,1
80,ScKS2H80,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,planets have evoled and floated away from eachother,wrong,wrong,wrong,1,0,0,0,0,0,1
81,ScKS2H81,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,"the Sun and the planets were formed , and Earh's oceans were probably,created by cometary impacts",wrong,wrong,wrong,1,0,0,0,0,0,1
82,ScKS2H82,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,There used to be nine planets but there is now only eight,wrong,wrong,wrong,1,0,0,0,0,0,1
83,ScKS2H83,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,The other planets like mars once had water on its surface,wrong,wrong,wrong,1,0,0,0,0,0,1
85,ScKS2H85,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,becuase the modelchanges,wrong,wrong,wrong,1,0,0,0,0,0,1
86,ScKS2H86,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,It grew apart,wrong,wrong,wrong,1,0,0,0,0,0,1
87,ScKS2H87,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,There were new rules and new objects that were proven not to be a planet. Either a dwarf planet or astreoid,wrong,wrong,wrong,1,0,0,0,0,0,1
89,ScKS2H89,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,People in the pass thought the sun orbits the earth but now we know the earth orbits the sun,right,right,right,1,1,0,1,0,1,0
90,ScKS2H90,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,Everyone had thought that everything orbited the earth but now we know that everything orbits the sun,right,right,right,1,1,1,1,1,1,1
91,ScKS2H91,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,People used to think it revolved around the Earth not the Sun.,right,wrong,right,0,1,1,1,1,1,1
92,ScKS2H92,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,the planets have been found to circle the sun instead of the sun cirling the the planets,right,wrong,wrong,0,0,1,1,1,1,1
93,ScKS2H93,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,pluto was removed,wrong,wrong,wrong,1,0,0,0,0,0,1
94,ScKS2H94,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,They have found more planets,wrong,wrong,wrong,1,0,0,0,0,0,1
95,ScKS2H95,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,It used to be  thought that everything orbited the earth but now we know all planets orbit the sun,right,right,right,1,1,1,1,1,1,1
96,ScKS2H96,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,new stars,wrong,wrong,wrong,1,0,0,0,0,0,1
97,ScKS2H97,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,Scientists used to think all planets orbited the earth but now they know all planets orbit the sun.,right,right,right,1,1,1,1,1,1,1
98,ScKS2H98,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,i dont know,wrong,wrong,wrong,1,0,0,0,0,0,1
100,ScKS2H100,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,planets formed rings,wrong,wrong,wrong,1,0,0,0,0,0,1
102,ScKS2H102,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,"we have discovered more planets
",wrong,wrong,wrong,1,0,0,0,0,0,1
103,ScKS2H103,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,"we used to think that everything orbited the earth but now we know differently
",wrong,right,right,0,1,0,1,0,1,0
104,ScKS2H104,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,Scientists used to think all the planets orbit the earth but now the know the planets orbit the sun,right,right,right,1,1,1,1,1,1,1
106,ScKS2H106,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,it used to be thought that everything orbited the earth but now we know all planets orbit the sun,right,right,right,1,1,1,1,1,1,1
107,ScKS2H107,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,"more planets have been found over time
",wrong,wrong,wrong,1,0,0,0,0,0,1
108,ScKS2H108,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,It has expanded,wrong,wrong,wrong,1,0,0,0,0,0,1
110,ScKS2H110,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,it has grown old and the way the planets orbit the sun has changed,wrong,wrong,wrong,1,0,0,0,0,0,1
111,ScKS2H111,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,"34 to 70 billion years
",wrong,wrong,wrong,1,0,0,0,0,0,1
112,ScKS2H112,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,we ust to think that the sun orbeted  erth but we now knoe its the other way,right,right,right,1,1,0,1,0,1,0
113,ScKS2H113,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,the earth used to rotate but now it rotates around the sun,wrong,wrong,wrong,1,0,0,0,0,0,1
114,ScKS2H114,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,it had meatyors hit planest,wrong,wrong,wrong,1,0,0,0,0,0,1
115,ScKS2H115,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,because it gets biger,wrong,wrong,wrong,1,0,0,0,0,0,1
116,ScKS2H116,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,it gets bigger making planets,wrong,wrong,wrong,1,0,0,0,0,0,1
117,ScKS2H117,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,the way it has changed is that the worlds orbits the sun,wrong,wrong,wrong,1,0,1,1,0,0,1
118,ScKS2H118,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,some planets used to not orbit the sun and now every planet does,wrong,wrong,wrong,1,0,1,0,0,0,0
119,ScKS2H119,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,it used to be belived that everything orbited around the earth but now we know that we orbet the sun,right,right,right,1,1,0,1,0,1,0
120,ScKS2H120,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,some of the planets used to be nicknamed as the dewafe planests,wrong,wrong,wrong,1,0,0,0,0,0,1
121,ScKS2H121,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,it was thort that the solar system obeted the eath,right,wrong,right,0,1,0,1,0,0,0
122,ScKS2H122,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,it has changed over time by different years and moths,wrong,wrong,wrong,1,0,0,0,0,0,1
123,ScKS2H123,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,?,wrong,wrong,wrong,1,0,0,0,0,0,1
124,ScKS2H124,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,"it changes over time by the light
",wrong,wrong,wrong,1,0,0,0,0,0,1
125,ScKS2H125,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,we used so much plastic it has changed,wrong,wrong,wrong,1,0,0,0,0,0,1
126,ScKS2H126,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,the earth used to rotate around the moon but now all the planets rotate around the sun,wrong,wrong,wrong,1,0,0,0,0,0,1
127,ScKS2H127,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,it is graguooly expanding,wrong,wrong,wrong,1,0,0,0,0,0,1
128,ScKS2H128,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,From all the different theories over time,wrong,wrong,wrong,1,0,0,0,0,0,1
129,ScKS2H129,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,"it has moved
",wrong,wrong,wrong,1,0,0,0,0,0,1
130,ScKS2H130,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,its moving further away,wrong,wrong,wrong,1,0,0,0,0,0,1
131,ScKS2H131,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,"Before, people believed that the Earth is orbited by the sun and other planets but today, scientists shows that the Earth orbits the sun",right,right,right,1,1,0,1,0,1,0
132,ScKS2H132,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,"It has changed over time as, now we know that everything orbits around the Sun, not the Earth.",right,right,right,1,1,1,1,1,1,1
134,ScKS2H134,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,earlier people believed the planets orbit each other now we know all the planets orbit the sun,wrong,right,wrong,0,0,0,1,0,0,0
135,ScKS2H135,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,Everything is slowly moving away from each othe,wrong,wrong,wrong,1,0,0,0,0,0,1
136,ScKS2H136,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,yes because we developt better tchnology,wrong,wrong,wrong,1,0,0,0,0,0,1
137,ScKS2H137,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,Change from earth centre view to sun centre view,right,wrong,right,0,1,1,1,1,1,1
138,ScKS2H138,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,it is getting closer and closer to the sun,wrong,wrong,wrong,1,0,0,0,0,0,1
139,ScKS2H139,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,At first people belived that the Earth is the center of our solar system.Overtime it has been proved that the sun is the center.,right,right,right,1,1,0,1,0,1,0
140,ScKS2H140,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,Because slowly we get farther away from the sun.,wrong,wrong,wrong,1,0,0,0,0,0,1
141,ScKS2H141,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,Origilly we thought that every thing orbited around earth but now we discovered that everything orbits around the sun.,right,right,right,1,1,1,1,0,1,1
142,ScKS2H142,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,because we thought everything orbits earth but we discovered everything orbits the sun.,right,right,right,1,1,1,1,1,1,1
143,ScKS2H143,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,It has changed by the suns gravity and by planets cerliding,wrong,wrong,wrong,1,0,0,0,0,0,1
144,ScKS2H144,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,"Originaly, most people believed that the earth was in the center of the universe with th sun, moon, stars and Mercury, Venus, Mars, Jupiter and Saturn all orbited it. We later found out that the earth orbited the sun, that the sun was a star and like other stars, didn't move much, that there are two more planets than we thought and that there are asteroids and comets orbiting the sun.",right,right,right,1,1,1,1,1,1,1
145,ScKS2H145,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,All of the planets would have gently gone away from one and other,wrong,wrong,wrong,1,0,0,0,0,0,1
146,ScKS2H146,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,"The making of the telescope shows us a new angle of the planets and out solar system
",wrong,wrong,wrong,1,0,0,0,0,0,1
147,ScKS2H147,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,everything is drifting apart,wrong,wrong,wrong,1,0,0,0,0,0,1
148,ScKS2H148,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,Everything is slowly moving apart,wrong,wrong,wrong,1,0,0,0,0,0,1
149,ScKS2H149,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,Not sure.,wrong,wrong,wrong,1,0,0,0,0,0,1
150,ScKS2H150,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,The earth and moon orbit the sun but we thought that everything orbited the earth,right,right,right,1,1,1,1,1,1,1
151,ScKS2H151,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,there was a change from an earth centured solar system to a sun centured solar system,right,right,right,1,1,1,1,1,1,1
152,ScKS2H152,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,It is growing further apart,wrong,wrong,wrong,1,0,0,0,0,0,1
153,ScKS2H153,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,it was thought that everything orbited the earth but now everything orbits the sun,right,right,right,1,1,1,1,1,1,1
154,ScKS2H154,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,idk,wrong,wrong,wrong,1,0,0,0,0,0,1
155,ScKS2H155,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,magic,wrong,wrong,wrong,1,0,0,0,0,0,1
156,ScKS2H156,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,No Pluto,wrong,wrong,wrong,1,0,0,0,0,0,1
157,ScKS2H157,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,"gradual shift from an Earth-centered universe to a sun-centered solar system,",right,right,right,1,1,1,1,1,1,1
158,ScKS2H158,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,we have learned more about the solar system,wrong,wrong,wrong,1,0,0,0,0,0,1
159,ScKS2H159,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,People thought we were in the center,wrong,wrong,wrong,1,0,0,1,0,1,0
160,ScKS2H160,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,we have gotten more data and information about our solar system,wrong,wrong,wrong,1,0,0,0,0,0,1
161,ScKS2H161,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,People believed that planets orbited the earth then later discovered that they orbit the sun,right,right,right,1,1,1,1,1,1,1
162,ScKS2H162,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,People used to believe that earth was the centre of our solar system,wrong,wrong,wrong,1,0,0,1,0,0,0
163,ScKS2H163,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,The planets have moved over time,wrong,wrong,wrong,1,0,0,0,0,0,1
